#Results from sample_experiment.py.  First line is means, second line is standard deviations.
-2062.80, -2545.90, -140.40, -2109.80, -314.30, -186.00, -8.10, 2.50, -177.70, -16.80, -655.30, -13.10, -7.00, -3.60, -6.00, 3.40, 4.50, 0.80, 3.80, 2.00, 1.60, 
2527.08, 2234.28, 299.25, 2233.30, 498.18, 206.39, 36.60, 8.87, 363.83, 41.12, 1112.86, 37.55, 36.63, 25.58, 34.67, 3.78, 1.65, 12.29, 1.99, 9.03, 13.15, 
